lexical,itn,maskedITN,display,question,durationInTicks,Filenumber,id,name,filename
OK yeah so i think right now i don't have any experience of how the job actually works but then since it's just starting out their career i would really like to explore new options and see how things are there at the other end other fields let's say or in maybe the same field other companies how they're working and also i would like to build a network with my friends who are working at different places and then get to know how they're feeling about the job then maybe maybe it could be just that i am less involved in the job and that's why i i might feel it monotonous else if there are options and i'm not just to you know jumping into them i'm not picking up my opportunities then it could be monitored so i i maybe talk to my friends and people who are actually working at other places and at the same place an maybe since it just thought i would not hesitate much to change the path as well,OK yeah so i think right now i don't have any experience of how the job actually works but then since it's just starting out their career i would really like to explore new options and see how things are there at the other end other fields let's say or in maybe the same field other companies how they're working and also i would like to build a network with my friends who are working at different places and then get to know how they're feeling about the job then maybe maybe it could be just that i am less involved in the job and that's why i i might feel it monotonous else if there are options and i'm not just to you know jumping into them i'm not picking up my opportunities then it could be monitored so i i maybe talk to my friends and people who are actually working at other places and at the same place an maybe since it just thought i would not hesitate much to change the path as well,ok yeah so i think right now i don't have any experience of how the job actually works but then since it's just starting out their career i would really like to explore new options and see how things are there at the other end other fields let's say or in maybe the same field other companies how they're working and also i would like to build a network with my friends who are working at different places and then get to know how they're feeling about the job then maybe maybe it could be just that i am less involved in the job and that's why i i might feel it monotonous else if there are options and i'm not just to you know jumping into them i'm not picking up my opportunities then it could be monitored so i i maybe talk to my friends and people who are actually working at other places and at the same place an maybe since it just thought i would not hesitate much to change the path as well,"OK. Yeah, so I think right now I don't have any experience of how the job actually works, but then since it's just starting out their career, I would really like to explore new options and see how things are there at the other end. Other fields, let's say or in maybe the same field, other companies how they're working. And also I would like to build a network with my friends who are working at different places and then get to know how they're feeling about the job. Then maybe maybe it could be just that I am less involved in the job and that's why I I might feel it monotonous. Else if there are options and I'm not just to, you know, jumping into them, I'm not picking up my opportunities. Then it could be monitored. So I I maybe talk to my friends and people who are actually working at other places and at the same place an maybe since it just thought I would not hesitate much to change the path as well.",8,692300000,13,10,Madhumita,8.wav
yeah so yeah one thing is that i would talk about my project it was a group project so as you know in college not everybody works well on their group projects so in the team of four there are hardly one or two people who are really interested so i i could actually motivate them and bring the others who are you know lacking a little and then i we had a discussion of why there is a hesitation or why there is a hindrance in the work and then i think i was the one who really boosted up the spirit and ask people to jump in and in the end i could really find that it really helped L so the other people who were working they they they felt a little bit rate because in the end the whole project was graded i want the old people will be getting the same day so i think my strength would was actually about motivating people about doing the job i'm just giving it up so,yeah so yeah one thing is that i would talk about my project it was a group project so as you know in college not everybody works well on their group projects so in the team of four there are hardly one or two people who are really interested so i i could actually motivate them and bring the others who are you know lacking a little and then i we had a discussion of why there is a hesitation or why there is a hindrance in the work and then i think i was the one who really boosted up the spirit and ask people to jump in and in the end i could really find that it really helped L so the other people who were working they they they felt a little bit rate because in the end the whole project was graded i want the old people will be getting the same day so i think my strength would was actually about motivating people about doing the job i'm just giving it up so,yeah so yeah one thing is that i would talk about my project it was a group project so as you know in college not everybody works well on their group projects so in the team of four there are hardly one or two people who are really interested so i i could actually motivate them and bring the others who are you know lacking a little and then i we had a discussion of why there is a hesitation or why there is a hindrance in the work and then i think i was the one who really boosted up the spirit and ask people to jump in and in the end i could really find that it really helped l so the other people who were working they they they felt a little bit rate because in the end the whole project was graded i want the old people will be getting the same day so i think my strength would was actually about motivating people about doing the job i'm just giving it up so,"Yeah, so yeah. One thing is that I would talk about my project. It was a group project. So as you know in college not everybody works well on their group projects. So in the team of four there are hardly one or two people who are really interested. So I I could actually motivate them and bring the others. Who are, you know, lacking a little and then I. We had a discussion of why there is a hesitation or why there is a hindrance in the work. And then I think I was the one who really. Boosted up the spirit and ask people to jump in, and in the end I could really find that it really helped L so the other people who were working, they they. They felt a little bit rate because in the end the whole project was graded. I want the old people will be getting the same day, so I think my strength would was actually about motivating people about doing the job. I'm just giving it up so.",9,808500000,14,10,Madhumita,9.wav
oh yeah i think if we consider motivating people for a greater cause of it is yes so in the last one year i've actually so this is another field where i i believe strongly in less usage of plastic so we have we have been to a vegetable market and we have seen all the lenders giving up plastic bags as in without any thought they giving them in a large number so then we actually talked to the vendors there and we've asked them not to ask the customer before just putting the vegetables in a bag because once they put in people are lazy to this take it out so we will talk to the vendors and we've asked them and a few of them have agreed so i think again this somehow relates to motivating people to do something that they're not really interested in doing or something that is out of their way out of their comfort zone,oh yeah i think if we consider motivating people for a greater cause of it is yes so in the last one year i've actually so this is another field where i i believe strongly in less usage of plastic so we have we have been to a vegetable market and we have seen all the lenders giving up plastic bags as in without any thought they giving them in a large number so then we actually talked to the vendors there and we've asked them not to ask the customer before just putting the vegetables in a bag because once they put in people are lazy to this take it out so we will talk to the vendors and we've asked them and a few of them have agreed so i think again this somehow relates to motivating people to do something that they're not really interested in doing or something that is out of their way out of their comfort zone,oh yeah i think if we consider motivating people for a greater cause of it is yes so in the last one year i've actually so this is another field where i i believe strongly in less usage of plastic so we have we have been to a vegetable market and we have seen all the lenders giving up plastic bags as in without any thought they giving them in a large number so then we actually talked to the vendors there and we've asked them not to ask the customer before just putting the vegetables in a bag because once they put in people are lazy to this take it out so we will talk to the vendors and we've asked them and a few of them have agreed so i think again this somehow relates to motivating people to do something that they're not really interested in doing or something that is out of their way out of their comfort zone,"Oh yeah, I think if we consider motivating people for a greater cause of it is yes. So in the last one year I've actually. So this is another field where I, I believe strongly in. Less usage of plastic, so we have we have been to a vegetable market and we have seen all the lenders giving up plastic bags. As in, without any thought, they giving them in a large number. So then we actually talked to the vendors there and we've asked them not to ask the customer before just putting the vegetables in a bag. Because once they put in, people are lazy to this. Take it out so we will talk to the vendors and we've asked them and a few of them have agreed, so I think. Again, this somehow relates to motivating people to do something that they're not really interested in doing, or something that is out of their way out of their comfort zone.",10,872500000,16,10,Madhumita,10.wav
OK so i think the first thing would be our meet up where we discuss for what is the issue that they are facing of the new policies being implemented and then i would actually i would be open to suggestions and then make a change here and there and not stick to the policy applied because the policy works only if people follow it right so i would be open to suggestions and see if if there is some real reason which is causing inconvenient else if it's just because of because of some other reasons which could be managed i would i would ask them to give it a try let's say for a month or so and then i'll have another review meeting and will discuss about if this is really working or not i would encourage them to do it try instead of this blatantly saying no to the policy,OK so i think the first thing would be our meet up where we discuss for what is the issue that they are facing of the new policies being implemented and then i would actually i would be open to suggestions and then make a change here and there and not stick to the policy applied because the policy works only if people follow it right so i would be open to suggestions and see if if there is some real reason which is causing inconvenient else if it's just because of because of some other reasons which could be managed i would i would ask them to give it a try let's say for a month or so and then i'll have another review meeting and will discuss about if this is really working or not i would encourage them to do it try instead of this blatantly saying no to the policy,ok so i think the first thing would be our meet up where we discuss for what is the issue that they are facing of the new policies being implemented and then i would actually i would be open to suggestions and then make a change here and there and not stick to the policy applied because the policy works only if people follow it right so i would be open to suggestions and see if if there is some real reason which is causing inconvenient else if it's just because of because of some other reasons which could be managed i would i would ask them to give it a try let's say for a month or so and then i'll have another review meeting and will discuss about if this is really working or not i would encourage them to do it try instead of this blatantly saying no to the policy,"OK. So I think the first thing would be our meet up where we discuss for what is the issue that they are facing of the new policies being implemented. And then I would actually I would be open to suggestions and then make a change here and there and not stick to the policy applied because the policy works only if people follow it right so. I would be open to suggestions and see if if there is some real reason which is causing inconvenient else if it's just because of because of some other reasons which could be managed, I would. I would ask them to give it a try. Let's say for a month or so and then I'll have another review meeting and will discuss about if this is really working or not. I would encourage them to do it. Try instead of this blatantly saying no to the policy.",11,799800000,17,10,Madhumita,11.wav
so the last book was the series of the lord of rings yeah,so the last book was the series of the lord of rings yeah,so the last book was the series of the lord of rings yeah,So the last book was the series of the Lord of Rings. Yeah.,12,182700000,18,10,Madhumita,12.wav
my hobbies are love i like gardening a little and then i i i also i i've started learning to play the flute but then it's a little i know but yeah i i really like to continue that,my hobbies are love i like gardening a little and then i i i also i i've started learning to play the flute but then it's a little i know but yeah i i really like to continue that,my hobbies are love i like gardening a little and then i i i also i i've started learning to play the flute but then it's a little i know but yeah i i really like to continue that,"My hobbies are love, I like gardening a little, and then I I I also I I've started learning to play the flute. But then it's a little, I know. But yeah, I I really like to continue that.",13,297400000,19,10,Madhumita,13.wav
OK i thought regarding gardening my grandmother has a terrace garden at her home and then she used to actually in my home whenever my grandmother and her friends or relatives midday exchange feed and then they used to you know have the specialization we have this the plan is quite growing value just take one so that that's how they used to you know exchange species and then bring up beautiful garden so yeah that is how gardening work for me and i used to look at her you know using her kitchen waste for compost and and and she used to grow a few vegetables also and then we used to plug them in books so that's something i really enjoyed in my childhood and fluid is actually i've heard one of my friends perform at the competition and it was mind-blowing so then i really i really wanted to see myself at least being half of it someday some ten years down the line so yeah,OK i thought regarding gardening my grandmother has a terrace garden at her home and then she used to actually in my home whenever my grandmother and her friends or relatives midday exchange feed and then they used to you know have the specialization we have this the plan is quite growing value just take one so that that's how they used to you know exchange species and then bring up beautiful garden so yeah that is how gardening work for me and i used to look at her you know using her kitchen waste for compost and and and she used to grow a few vegetables also and then we used to plug them in books so that's something i really enjoyed in my childhood and fluid is actually i've heard one of my friends perform at the competition and it was mind-blowing so then i really i really wanted to see myself at least being half of it someday some 10 years down the line so yeah,ok i thought regarding gardening my grandmother has a terrace garden at her home and then she used to actually in my home whenever my grandmother and her friends or relatives midday exchange feed and then they used to you know have the specialization we have this the plan is quite growing value just take one so that that's how they used to you know exchange species and then bring up beautiful garden so yeah that is how gardening work for me and i used to look at her you know using her kitchen waste for compost and and and she used to grow a few vegetables also and then we used to plug them in books so that's something i really enjoyed in my childhood and fluid is actually i've heard one of my friends perform at the competition and it was mind-blowing so then i really i really wanted to see myself at least being half of it someday some 10 years down the line so yeah,"OK, I thought regarding gardening. My grandmother has a terrace garden at her home and then she used to actually in my home whenever my grandmother and her friends or relatives midday exchange feed and then they used to, you know, have the specialization. We have this. The plan is quite growing value. Just take one so that that's how they used to. You know exchange species and. Then bring up beautiful garden. So yeah, that is how gardening work for me and I used to look at her. You know, using her kitchen waste for compost and and and she used to grow a few vegetables also and then we used to plug them in books. So that's something I really enjoyed in my childhood. And fluid is actually I've heard one of my friends perform at the competition and it was mind-blowing. So then I really I really wanted to see myself. At least being half of it. Someday some 10 years down the line so. Yeah.",14,767900000,21,10,Madhumita,14.wav
OK so i i i would say i play the flute i've also tried my hands at you clearly yeah i yeah i i i think and i've also been to a workshop of a keyboard when i was very young so but i i know the scales or not and how things work so yeah i i would name these three,OK so i i i would say i play the flute i've also tried my hands at you clearly yeah i yeah i i i think and i've also been to a workshop of a keyboard when i was very young so but i i know the scales or not and how things work so yeah i i would name these three,ok so i i i would say i play the flute i've also tried my hands at you clearly yeah i yeah i i i think and i've also been to a workshop of a keyboard when i was very young so but i i know the scales or not and how things work so yeah i i would name these three,"OK so I I I would say I play the flute. I've also tried my hands at you clearly. Yeah I yeah I I I think. And I've also been to a workshop of a keyboard when I was very young, so but I I know the scales or not and how things work. So yeah, I I would name these three.",15,334400000,22,10,Madhumita,15.wav
so yeah other than the work that i am supposed to do where i am into designing it's also about the managerial part which i really like about being a you know leading a team and bringing about a collective output from little little work done by individuals here and there so it in or not actually showing your vision to other people it says we have the project set up but then there are a lot of hurdles here and there but then during the project you supposed to yes i want to talk to your teammates and you are supposed to share the same vision to actually get the output so maybe in driving them to see the same vision that's something i i think it's a good point of the job but i which i'll be enjoying,so yeah other than the work that i am supposed to do where i am into designing it's also about the managerial part which i really like about being a you know leading a team and bringing about a collective output from little little work done by individuals here and there so it in or not actually showing your vision to other people it says we have the project set up but then there are a lot of hurdles here and there but then during the project you supposed to yes i want to talk to your teammates and you are supposed to share the same vision to actually get the output so maybe in driving them to see the same vision that's something i i think it's a good point of the job but i which i'll be enjoying,so yeah other than the work that i am supposed to do where i am into designing it's also about the managerial part which i really like about being a you know leading a team and bringing about a collective output from little little work done by individuals here and there so it in or not actually showing your vision to other people it says we have the project set up but then there are a lot of hurdles here and there but then during the project you supposed to yes i want to talk to your teammates and you are supposed to share the same vision to actually get the output so maybe in driving them to see the same vision that's something i i think it's a good point of the job but i which i'll be enjoying,"So yeah, other than the work that I am supposed to do where I am into designing, it's also about the managerial part, which I really like. About being a, you know, leading a team and. Bringing about a collective output from little little work done by individuals here and there, so. It in or not actually showing your vision to other people. It says we have the project set up, but then there are a lot of hurdles here and there. But then during the project you supposed to. Yes, I want to talk to your teammates and you are supposed to share the same vision to actually get the output. So maybe in driving them to see the same vision. That's something I, I think it's a good point of the job. But I which I'll be enjoying.",16,807400000,23,10,Madhumita,16.wav
yeah so uh i have done my specialization of masters in this particular topic of a hardware design so that is something so my five year journey in my college has held back other than that of my master 's thesis is something which is certainly a relevant to the job profile so it's it's a one year long project so i live in a state quite a long time and actually learning how things work i've used quite some tools like vivado and and blue spec so these come handy currently in the industry that is being the tools that are being used in the industry so i think it's uh uh that will not be a big hurdle for me to jump right into the work and start working i i would think that the learning time would be a little less because of the masters project i've done and yeah i think,yeah so uh i have done my specialization of masters in this particular topic of a hardware design so that is something so my five year journey in my college has held back other than that of my master's thesis is something which is certainly a relevant to the job profile so it's it's a one year long project so i live in a state quite a long time and actually learning how things work i've used quite some tools like vivado and and blue spec so these come handy currently in the industry that is being the tools that are being used in the industry so i think it's uh uh that will not be a big hurdle for me to jump right into the work and start working i i would think that the learning time would be a little less because of the masters project i've done and yeah i think,yeah so uh i have done my specialization of masters in this particular topic of a hardware design so that is something so my five year journey in my college has held back other than that of my master's thesis is something which is certainly a relevant to the job profile so it's it's a one year long project so i live in a state quite a long time and actually learning how things work i've used quite some tools like vivado and and blue spec so these come handy currently in the industry that is being the tools that are being used in the industry so i think it's uh uh that will not be a big hurdle for me to jump right into the work and start working i i would think that the learning time would be a little less because of the masters project i've done and yeah i think,"Yeah, so uh. I have done my specialization of masters in this particular topic of a hardware design, so that is something so my five year journey in my college has held back. Other than that of my master's thesis is something which is certainly a relevant to the job profile, so it's it's a one year long project, so I live in a state quite a long time and actually learning how things work. I've used quite some tools like vivado and and blue spec so these come handy. Currently in the industry that is being the tools that are being used in the industry so. I think it's, uh, uh, that will not be a big hurdle for me to jump right into the work and start working. I I would think that the learning time would be a little less because of the Masters project I've done. And yeah, I think.",17,749400000,24,10,Madhumita,17.wav
so one thing is the horses we have done as a part of our curriculum and the other thing is we have a bin to a few discussions in the electrical of as in a few conferences at a currently college so that is something where you actually see how how the field is emerging how things were earlier and how things are working right now so in a few pointers from there i would come back and search them up and then look into things and how about the concepts that were being used so that is only i i really learned about it and how yeah other than that yeah their workforce projects and master thesis that i mentioned so these also help you know you catch things up on the way i really believe other than just having a course where you do write an exam it's better you workin workin some project and then you learn things that are required and then you move forward,so one thing is the horses we have done as a part of our curriculum and the other thing is we have a bin to a few discussions in the electrical of as in a few conferences at a currently college so that is something where you actually see how how the field is emerging how things were earlier and how things are working right now so in a few pointers from there i would come back and search them up and then look into things and how about the concepts that were being used so that is only i i really learned about it and how yeah other than that yeah their workforce projects and master thesis that i mentioned so these also help you know you catch things up on the way i really believe other than just having a course where you do write an exam it's better you workin workin some project and then you learn things that are required and then you move forward,so one thing is the horses we have done as a part of our curriculum and the other thing is we have a bin to a few discussions in the electrical of as in a few conferences at a currently college so that is something where you actually see how how the field is emerging how things were earlier and how things are working right now so in a few pointers from there i would come back and search them up and then look into things and how about the concepts that were being used so that is only i i really learned about it and how yeah other than that yeah their workforce projects and master thesis that i mentioned so these also help you know you catch things up on the way i really believe other than just having a course where you do write an exam it's better you workin workin some project and then you learn things that are required and then you move forward,"So. One thing is the horses we have done as a part of our curriculum and the other thing is. We have a bin to a few discussions in the electrical of as in a few conferences at a currently college, so that is something where you actually see how how the field is emerging, how things were earlier, and how things are working right now. So in a few pointers from there I would come back and search them up and then look into things. And how about the concepts that were being used, so that is. Only I I really learned about it and how. Yeah, other than that. Yeah, their workforce projects and master thesis that I mentioned. So these also help you know you catch things up on the way. I really believe other than just having a course where you do write an exam, it's better you workin, workin some project and then you learn things that are required and then you move forward.",18,876000000,25,10,Madhumita,18.wav
yeah so i am actually interested in the RND profile of the job where they're working on the new technologies that still not yet in the market but then i'm really looking forward to do something which is a revolutionary technology so so yeah and two years down the line i would really want to know i want to see myself being uh being a great research lab at your company and then and then bring up being being in the team where it brings up on your technology out yeah so yeah something are indeed that is very close to my alignment towards technology so i i really want to change the things that are already there and bring out things that are faster and yeah,yeah so i am actually interested in the RND profile of the job where they're working on the new technologies that still not yet in the market but then i'm really looking forward to do something which is a revolutionary technology so so yeah and two years down the line i would really want to know i want to see myself being uh being a great research lab at your company and then and then bring up being being in the team where it brings up on your technology out yeah so yeah something are indeed that is very close to my alignment towards technology so i i really want to change the things that are already there and bring out things that are faster and yeah,yeah so i am actually interested in the rnd profile of the job where they're working on the new technologies that still not yet in the market but then i'm really looking forward to do something which is a revolutionary technology so so yeah and two years down the line i would really want to know i want to see myself being uh being a great research lab at your company and then and then bring up being being in the team where it brings up on your technology out yeah so yeah something are indeed that is very close to my alignment towards technology so i i really want to change the things that are already there and bring out things that are faster and yeah,"Yeah so. I am actually interested in the RND profile of the job where they're working on the new technologies that still not yet in the market, but then I'm really looking forward to do something which is a revolutionary technology. So so yeah, and two years down the line, I would really want to know. I want to see myself being. Uh, being a great research lab at your company and then. And then bring up being being in the team where it brings up on your technology out. Yeah, so yeah, something are indeed that is very close to my alignment towards technology, so I I really want to change the things that are already there and bring out things that are faster and. Yeah.",19,700100000,26,10,Madhumita,19.wav
so i in my ten standard i've actually i've been a finalist in the international physics olympiad and then we had a trip to vienna and austria and then there i've met people students from other countries as well and then there were a few talks and workshops regarding electronics and physics in general so that is that is when i was really fascinated about how things were innovating new things so that that was i would tell that that laid the foundation of why i choose physics or electronics and specific and later as things worked out i i i have done my major in electrical engineering so yeah i i would say the physics olympiad thing was a aspect inspired it,so i in my 10 standard i've actually i've been a finalist in the international physics olympiad and then we had a trip to vienna and austria and then there i've met people students from other countries as well and then there were a few talks and workshops regarding electronics and physics in general so that is that is when i was really fascinated about how things were innovating new things so that that was i would tell that that laid the foundation of why i choose physics or electronics and specific and later as things worked out i i i have done my major in electrical engineering so yeah i i would say the physics olympiad thing was a aspect inspired it,so i in my 10 standard i've actually i've been a finalist in the international physics olympiad and then we had a trip to vienna and austria and then there i've met people students from other countries as well and then there were a few talks and workshops regarding electronics and physics in general so that is that is when i was really fascinated about how things were innovating new things so that that was i would tell that that laid the foundation of why i choose physics or electronics and specific and later as things worked out i i i have done my major in electrical engineering so yeah i i would say the physics olympiad thing was a aspect inspired it,"So I in my 10 standard, I've actually I've been a finalist in the International Physics Olympiad and then we had a trip to Vienna and Austria. And then there I've met people, students from other countries as well. And then there were a few. Talks and workshops regarding electronics and physics in general, so that is that is when I was really fascinated about how things were innovating, new things so that that was, I would tell that that laid the foundation of why I choose physics or electronics and specific, and later as things worked out, I I I have done my major in electrical engineering. So yeah, I I would say the physics Olympiad thing was a. Aspect inspired it.",20,777800000,27,10,Madhumita,20.wav
hello maybe i'll talk to my manager saying talking about how how i feel and maybe i'll talk to my friend he has been through the same through the same horse and his joining this so and then and then maybe if i really feel it me more monotone as i would i would quit the job and pursue higher studies because since i am interested in research so i think oh doing some PHD or something would would really help instead of her job so i'm really actually trying now if it's to choose a job or a higher study so if i find the job monitors i would pursue hopefully at the end then maybe come back to the company and be a level member,hello maybe i'll talk to my manager saying talking about how how i feel and maybe i'll talk to my friend he has been through the same through the same horse and his joining this so and then and then maybe if i really feel it me more monotone as i would i would quit the job and pursue higher studies because since i am interested in research so i think oh doing some PHD or something would would really help instead of her job so i'm really actually trying now if it's to choose a job or a higher study so if i find the job monitors i would pursue hopefully at the end then maybe come back to the company and be a level member,hello maybe i'll talk to my manager saying talking about how how i feel and maybe i'll talk to my friend he has been through the same through the same horse and his joining this so and then and then maybe if i really feel it me more monotone as i would i would quit the job and pursue higher studies because since i am interested in research so i think oh doing some phd or something would would really help instead of her job so i'm really actually trying now if it's to choose a job or a higher study so if i find the job monitors i would pursue hopefully at the end then maybe come back to the company and be a level member,"Hello. Maybe I'll talk to my manager saying talking about how, how I feel, and maybe I'll talk to my friend. He has been through the same. Through the same. Horse and his joining this so and then and then maybe if I really feel it me more monotone as I would. I would. Quit the job and pursue higher studies because since I am interested in research. So I think oh doing some PhD or something would would really help. Instead of her job, so I'm really actually trying now if it's to choose a job or a higher study. So if I find the job monitors I would pursue. Hopefully at the end, then maybe come back to the company and be a level member.",21,835700000,28,10,Madhumita,21.wav
yeah war i have in my colleges have learned from my friends about how maticulous planning helps so usually i i was the one who just goes with the flow and then sees how things fall into place but then i have a invite this thing from two of my friends so i really tried this in my later projects later part of the college days in projects and that really helps so he broke the whole project into small chunks and then we put a deadline for every after every part and then we could also change the final aim that we were looking at in too because if you don't have a proper plan on how and when you're supposed to have a check and see if things are working then at the end you you just cram up things and somehow fix from the outer you know somehow do a fix then and there and then it it might or might not work so i think something about meticulous planning is something i i i i would say it's one of my strength because then it it really helped in so we had to change the course of the project at the later part but because we understood that it is quite ambitious but then if we couldn't have planned and had a review meet maybe at the end part we would realize it's ambitious and then you could have given up but then since we found it a little earlier we actually try to scale it down a little bit and then we could have something that we had something that we could show it to the final presentation so,yeah war i have in my colleges have learned from my friends about how maticulous planning helps so usually i i was the one who just goes with the flow and then sees how things fall into place but then i have a invite this thing from two of my friends so i really tried this in my later projects later part of the college days in projects and that really helps so he broke the whole project into small chunks and then we put a deadline for every after every part and then we could also change the final aim that we were looking at in too because if you don't have a proper plan on how and when you're supposed to have a check and see if things are working then at the end you you just cram up things and somehow fix from the outer you know somehow do a fix then and there and then it it might or might not work so i think something about meticulous planning is something i i i i would say it's one of my strength because then it it really helped in so we had to change the course of the project at the later part but because we understood that it is quite ambitious but then if we couldn't have planned and had a review meet maybe at the end part we would realize it's ambitious and then you could have given up but then since we found it a little earlier we actually try to scale it down a little bit and then we could have something that we had something that we could show it to the final presentation so,yeah war i have in my colleges have learned from my friends about how maticulous planning helps so usually i i was the one who just goes with the flow and then sees how things fall into place but then i have a invite this thing from two of my friends so i really tried this in my later projects later part of the college days in projects and that really helps so he broke the whole project into small chunks and then we put a deadline for every after every part and then we could also change the final aim that we were looking at in too because if you don't have a proper plan on how and when you're supposed to have a check and see if things are working then at the end you you just cram up things and somehow fix from the outer you know somehow do a fix then and there and then it it might or might not work so i think something about meticulous planning is something i i i i would say it's one of my strength because then it it really helped in so we had to change the course of the project at the later part but because we understood that it is quite ambitious but then if we couldn't have planned and had a review meet maybe at the end part we would realize it's ambitious and then you could have given up but then since we found it a little earlier we actually try to scale it down a little bit and then we could have something that we had something that we could show it to the final presentation so,"Yeah. War. I have in my colleges have learned from my friends about how maticulous planning helps. So usually I I was the one who just goes with the flow and then sees how things fall into place. But then I have a invite this thing from two of my friends. So I really tried this in my later projects. Later part of the college days in projects and that really helps so. He broke the whole project into small chunks and then we put a deadline for every after every part, and then we could also change the final aim that we were looking at in too. Because if you don't have a proper plan on how and when you're supposed to have a check and see if things are working, then at the end you you just cram up things and somehow fix from the outer. You know, somehow do a fix. Then and there and then it it might or might not work. So I think something about meticulous planning is something I I I I would say it's one of my strength, because then it it really helped in so we had to change the course of the project at the later part. But because we understood that it is quite ambitious. But then if we couldn't have planned and had a review meet, maybe at the end part we would realize it's ambitious and then you could have. Given up, but then since we found it a little earlier, we actually try to scale it down a little bit, and then we could have something that we had, something that we could show it to the. Final presentation so.",22,1222400000,29,10,Madhumita,22.wav
i can't think of anything recently so maybe we can just,i can't think of anything recently so maybe we can just,i can't think of anything recently so maybe we can just,"I can't think of anything recently, so maybe we can just.",23,193500000,31,10,Madhumita,23.wav
maybe i would take this suggestion and then change the plan altogether because in the end it's a it's collectively all of us should follow the policy right so if if if they're not interested maybe i i'll take a suggestion i i'll ask each of them to propose a similar policy for because of the solution that we're trying to solve and then maybe pick one from them pick one from there and on consensus will will follow,maybe i would take this suggestion and then change the plan altogether because in the end it's a it's collectively all of us should follow the policy right so if if if they're not interested maybe i i'll take a suggestion i i'll ask each of them to propose a similar policy for because of the solution that we're trying to solve and then maybe pick one from them pick one from there and on consensus will will follow,maybe i would take this suggestion and then change the plan altogether because in the end it's a it's collectively all of us should follow the policy right so if if if they're not interested maybe i i'll take a suggestion i i'll ask each of them to propose a similar policy for because of the solution that we're trying to solve and then maybe pick one from them pick one from there and on consensus will will follow,"Maybe I would take this suggestion and then. Change the plan altogether. Because in the end, it's a. It's collectively all of us should follow the policy right? So if if if they're not interested, maybe I I'll take a suggestion. I I'll ask each of them to propose a similar policy for because of the solution that we're trying to solve, and then maybe pick one from them. Pick one from there, and on consensus will will. Follow",24,681700000,32,10,Madhumita,24.wav
yeah it was born a crime by trevor noah,yeah it was born a crime by trevor noah,yeah it was born a crime by trevor noah,"Yeah, it was born a crime by Trevor Noah.",25,98300000,33,10,Madhumita,25.wav
yeah i call i'm sorry i'm sorry yeah so i like reading books i read a lot of books and yeah i also i also i also paint yeah,yeah i call i'm sorry i'm sorry yeah so i like reading books i read a lot of books and yeah i also i also i also paint yeah,yeah i call i'm sorry i'm sorry yeah so i like reading books i read a lot of books and yeah i also i also i also paint yeah,"Yeah, I. Call I'm sorry I'm sorry. Yeah so I like reading books. I read a lot of books. And yeah, I also I also I also paint. Yeah.",26,318600000,34,10,Madhumita,26.wav
